# PROCEDURAL OBJECT GENERATION INFO
# ---------------------------------
#PROJECT_PROPS
#
# SURFACE TYPE	OBJECT NAME		SPACING	MINDIST	MINROT	MAXROT	MINSCL	MAXSCL 	MINSCLZ	MAXSCLZ	ZOFFMIN	zOFFMAX	ALIGN	USEGRID
#################################################################################################################################################

PAVEMENT	proc_plaslit		30.0	0.0	0	360	1.0	1.1	1.0	1.0	-0.31	-0.31	1	0
PAVEMENT	proc_sodacup1		30.0	0.0	0	360	1.0	1.1	1.0	1.0	0.005	0.01	1	0
PAVEMENT	proc_sodacup2		30.0	0.0	0	360	1.0	1.1	1.0	1.0	0.005	0.01	1	0
PAVEMENT	proc_sodacup2lid	30.0	0.0	0	360	1.0	1.1	1.0	1.0	0.005	0.01	1	0
PAVEMENT	proc_fochip		30.0	0.0	0	360	0.8	0.8	0.1	0.1	-0.27	-0.27	1	0
PAVEMENT	proc_fochips2		30.0	0.0	0	360	1.0	1.0	0.1	0.1	-0.28	-0.28	1	0
PAVEMENT	proc_food_chips		30.0	0.0	0	360	1.0	1.0	1.0	1.0	-0.05	-0.05	1	0
PAVEMENT	proc_burger		50.0	0.0	0	360	0.5	0.5	0.3	0.3	0.005	0.01	1	0
PAVEMENT	proc_cigpak		30.0	0.0	0	360	1.0	1.1	1.0	1.0	0.005	0.01	1	0
PAVEMENT	proc_food_bag		50.0	0.0	0	360	1.0	1.1	1.0	1.0	0.0	0.0	1	0
PAVEMENT	proc_inhaler		50.0	0.0	0	360	1.0	1.1	1.0	1.0	0.005	0.01	1	0	
PAVEMENT	proc_pebble2		5.0	0.0	0	360	1.0	1.1	1.0	1.0	0.005	0.01	1	0
PAVEMENT	proc_pebble		25.0	0.0	0	360	1.0	1.1	0.01	0.01	0.005	0.01	1	0
PAVEMENT	proc_weed3		25.0	0.0	0	360	1.0	1.0	1.0	1.0	0.0	0.0	1	0
PAVEMENT	proc_weed2		25.0	0.0	0	360	1.0	1.0	1.0	1.0	-0.55	-0.55	1	0
PAVEMENT	proc_weed1		25.0	0.0	0	360	1.0	1.0	1.0	1.0	-0.6	-0.6	1	0
PAVEMENT	proc_cigbut		5.0	0.0	0	360	1.0	1.0	1.0	1.0	0.05	0.05	1	0
PAVEMENT	PROC_RUBBISH_5		40.0	21.0	0	0	1.0	1.1	1.0	1.0	0.0	0.0	1	1
PAVEMENT	proc_cigbuts		32.0	16.0	0	360	1.0	1.0	1.0	1.0	0.111	0.111	1	1
PAVEMENT	proc_rubbish		35.0	21.0	0	360	1.0	1.0	1.0	1.0	0.11	0.11	1	1

PAVEMENT_FUCKED proc_plaslit  15.0 0.0 0 360 1.0 1.1 1.0 1.0 -0.31 -0.31 1 0				
PAVEMENT_FUCKED proc_spraycan  15.0 0.0 0 360 1.0 1.1 1.0 1.0 -0.34 -0.35 1 0				
PAVEMENT_FUCKED proc_syrnige  30.0 0.0 0 360 1.0 1.1 1.0 1.0 0.005 0.01 1 0 				
PAVEMENT_FUCKED proc_amb      30.0 0.0 0 360 1.0 1.1 1.0 1.0 -0.12 -0.12 1 1
PAVEMENT_FUCKED proc_sodacup1  15.0 0.0 0 360 1.0 1.1 1.0 1.0 0.005 0.01 1 0				
PAVEMENT_FUCKED proc_sodacup2  15.0 0.0 0 360 1.0 1.1 1.0 1.0 0.005 0.01 1 0				
PAVEMENT_FUCKED proc_sodacup2lid 15.0 0.0 0 360 1.0 1.1 1.0 1.0 0.005 0.01 1 0				
PAVEMENT_FUCKED proc_fochip  15.0 0.0 0 360 0.8 0.8 0.1 0.1 -0.27 -0.27 1 0				
PAVEMENT_FUCKED proc_fochips2  15.0 0.0 0 360 1.0 1.0 0.1 0.1 -0.28 -0.28 1 0				
PAVEMENT_FUCKED proc_food_chips  15.0 0.0 0 360 1.0 1.0 1.0 1.0 -0.05 -0.05 1 0				
PAVEMENT_FUCKED proc_burger  50.0 0.0 0 360 0.5 0.5 0.3 0.3 0.005 0.01 1 0				
PAVEMENT_FUCKED proc_cigpak  15.0 0.0 0 360 1.0 1.1 1.0 1.0 0.005 0.01 1 0				
PAVEMENT_FUCKED proc_food_bag  25.0 0.0 0 360 1.0 1.1 1.0 1.0 0.0 0.0 1 0				
PAVEMENT_FUCKED proc_inhaler  30.0 0.0 0 360 1.0 1.1 1.0 1.0 0.005 0.01 1 0
PAVEMENT_FUCKED PROC_RUBBISH_5		50.0	5.0	0	0	1.0	1.1	1.0	1.0	0.0	0.0	1	1
PAVEMENT_FUCKED	proc_cigbuts		25.0	5.0	0	360	1.0	1.0	1.0	1.0	0.111	0.111	1	1
PAVEMENT_FUCKED	proc_rubbish		50.0	5.0	0	360	1.0	1.0	1.0	1.0	0.11	0.11	1	1
PAVEMENT_FUCKED	proc_pebble2		6.0	0.0	0	360	1.0	1.1	1.0	1.0	0.005	0.01	1	0
PAVEMENT_FUCKED	proc_pebble		5.0	0.0	0	360	1.0	1.1	1.0	1.0	0.005	0.01	1	1		

TARMAC  proc_plaslit  80.0 0.0 0 360 1.0 1.1 1.0 1.0 -0.31 -0.31 1 0				
TARMAC  proc_sodacup1  80.0 0.0 0 360 1.0 1.1 1.0 1.0 0.005 0.01 1 0				
TARMAC  proc_sodacup2  80.0 0.0 0 360 1.0 1.1 1.0 1.0 0.005 0.01 1 0				
TARMAC  proc_sodacup2lid 80.0 0.0 0 360 1.0 1.1 1.0 1.0 0.005 0.01 1 0				
TARMAC  proc_fochip  80.0 0.0 0 360 0.8 0.8 0.1 0.1 -0.27 -0.27 1 0				
TARMAC  proc_fochips2  80.0 0.0 0 360 1.0 1.0 0.1 0.1 -0.28 -0.28 1 0				
TARMAC  proc_food_chips  80.0 0.0 0 360 1.0 1.0 1.0 1.0 -0.05 -0.05 1 0								
TARMAC  proc_cigpak  80.0 0.0 0 360 1.0 1.1 1.0 1.0 0.005 0.01 1 0				
TARMAC  proc_food_bag  100.0 0.0 0 360 1.0 1.1 1.0 1.0 0.0 0.0 1 0
TARMAC	proc_pebble		5.0	0.0	0	360	1.0	1.1	1.0	1.0	0.005	0.006	1	1				
				

TARMAC_FUCKED   proc_plaslit  50.0 0.0 0 360 1.0 1.1 1.0 1.0 -0.31 -0.31 1 0				
